"委員会","","ふりがな"
"議会運営委員会","03_常任","ぎかいうんえいいいんかい"
"情報政策等調査特別委員会","04_特別","じょうほうせいさくなどちょうさとくべついいんかい"
"総務委員会","03_常任","そうむいいんかい"
"子ども文教委員会","03_常任","こどもぶんきょういいんかい"
"本会議","05_その他","ほんかいぎ"
"中野駅周辺整備・西武新宿線沿線まちづくり調査特別委員会","04_特別","なかのえきしゅうへんせいび・せいぶしんじゅくせんえんせんまちづくりちょうさとくべついいんかい"
"危機管理・感染症対策調査特別委員会","04_特別","ききかんり・かんせんしょうたいさくちょうさとくべついいんかい"
"区民委員会","03_常任","くみんいいんかい"
"厚生委員会","03_常任","こうせいいいんかい"
"建設委員会","03_常任","けんせついいんかい"
"決算特別委員会","02_予算/決算","けっさんとくべついいんかい"
"予算特別委員会","02_予算/決算","よさんとくべついいんかい"
"中野駅周辺整備・都市観光調査特別委員会","04_特別","なかのえきしゅうへんせいび・としかんこうちょうさとくべついいんかい"
"交通対策調査特別委員会","04_特別","こうつうたいさくちょうさとくべついいんかい"
"地域包括ケア推進調査特別委員会","04_特別","ちいきほうかつけあすいしんちょうさとくべついいんかい"
"防災対策調査特別委員会","04_特別","ぼうさいたいさくちょうさとくべついいんかい"
"中野駅周辺・西武新宿線沿線まちづくり調査特別委員会","04_特別","なかのえきしゅうへん・せいぶしんじゅくせんえんせんまちづくりちょうさとくべついいんかい"
"少子高齢化対策調査特別委員会","04_特別","しょうしこうれいかたいさくちょうさとくべついいんかい"
"区内駅周辺等まちづくり調査特別委員会","04_特別","くないえきしゅうへんなどまちづくりちょうさとくべついいんかい"
"区役所及び体育館整備調査特別委員会","04_特別","くやくしょおよびたいいくかんせいびちょうさとくべついいんかい"
"地域支えあい推進特別委員会","04_特別","ちいきささえあいすいしんとくべついいんかい"
"震災対策特別委員会","04_特別","しんさいたいさくとくべついいんかい"
"中野駅周辺地区等整備特別委員会","04_特別","なかのえきしゅうへんちくなどせいびとくべついいんかい"
"震災対策特別委員会 ","05_その他","しんさいたいさくとくべついいんかい "
"環境対策特別委員会","04_特別","かんきょうたいさくとくべついいんかい"
"防災まちづくり特別委員会","04_特別","ぼうさいまちづくりとくべついいんかい"
"中野駅周辺・西武新宿線沿線まちづくり特別委員会","04_特別","なかのえきしゅうへん・せいぶしんじゅくせんえんせんまちづくりとくべついいんかい"
"文教委員会","03_常任","ぶんきょういいんかい"
"交通対策・中野駅周辺まちづくり特別委員会","04_特別","こうつうたいさく・なかのえきしゅうへんまちづくりとくべついいんかい"
"財政制度調査特別委員会","04_特別","ざいせいせいどちょうさとくべついいんかい"
"防災対策特別委員会","04_特別","ぼうさいたいさくとくべついいんかい"
"中野駅周辺整備・交通対策特別委員会","04_特別","なかのえきしゅうへんせいび・こうつうたいさくとくべついいんかい"
"中野駅周辺・警察大学校等跡地整備特別委員会","04_特別","なかのえきしゅうへん・けいさつだいがっこうなどあとちせいびとくべついいんかい"
"基本構想調査・江古田の森整備特別委員会","04_特別","きほんこうそうちょうさ・えこだのもりせいびとくべついいんかい"
"交通対策特別委員会","04_特別","こうつうたいさくとくべついいんかい"
"江古田の森整備特別委員会","04_特別","えこだのもりせいびとくべついいんかい"
